Bin (cents); Number of Annotations (#)
6127.5;0
6130.5;0
6133.5;0
6136.5;0
6139.5;0
6142.5;0
6145.5;0
6148.5;0
6151.5;1
6154.5;0
6157.5;4
6160.5;2
6163.5;0
6166.5;0
6169.5;1
6172.5;0
6175.5;0
6178.5;0
6181.5;0
6184.5;0
6187.5;1
6190.5;2
6193.5;1
6196.5;0
6199.5;1
6202.5;0
6205.5;1
6208.5;0
6211.5;0
6214.5;0
6217.5;0
6220.5;0
6223.5;0
6226.5;2
6229.5;0
6232.5;0
6235.5;1
6238.5;1
6241.5;1
6244.5;1
6247.5;1
6250.5;0
6253.5;0
6256.5;1
6259.5;0
6262.5;0
6265.5;0
6268.5;0
6271.5;1
6274.5;0
6277.5;0
6280.5;0
6283.5;0
6286.5;0
6289.5;0
6292.5;0
6295.5;1
6298.5;0
6301.5;0
6304.5;0
6307.5;0
6310.5;1
6313.5;1
6316.5;1
6319.5;0
6322.5;0
6325.5;0
6328.5;0
6331.5;1
6334.5;0
6337.5;0
6340.5;0
6343.5;0
6346.5;0
6349.5;0
6352.5;0
6355.5;1
6358.5;0
6361.5;0
6364.5;0
6367.5;0
6370.5;0
6373.5;1
6376.5;0
6379.5;0
6382.5;0
6385.5;0
6388.5;0
6391.5;0
6394.5;0
6397.5;0
6400.5;0
6403.5;0
6406.5;0
6409.5;0
6412.5;0
6415.5;0
6418.5;0
6421.5;0
6424.5;0
6427.5;0
6430.5;0
6433.5;0
6436.5;0
6439.5;0
6442.5;0
6445.5;0
6448.5;0
6451.5;0
6454.5;0
6457.5;0
6460.5;0
6463.5;0
6466.5;0
6469.5;0
6472.5;0
6475.5;0
6478.5;0
6481.5;0
6484.5;0
6487.5;0
6490.5;0
6493.5;0
6496.5;0
6499.5;0
6502.5;0
6505.5;0
6508.5;0
6511.5;0
6514.5;0
6517.5;0
6520.5;0
6523.5;0
6526.5;0
6529.5;0
6532.5;0
6535.5;0
6538.5;0
6541.5;0
6544.5;0
6547.5;0
6550.5;0
6553.5;0
6556.5;0
6559.5;0
6562.5;0
6565.5;0
6568.5;0
6571.5;0
6574.5;0
6577.5;0
6580.5;0
6583.5;0
6586.5;0
6589.5;0
6592.5;0
6595.5;0
6598.5;0
6601.5;0
6604.5;0
6607.5;0
6610.5;0
6613.5;0
6616.5;0
6619.5;0
6622.5;0
6625.5;0
6628.5;1
6631.5;0
6634.5;2
6637.5;0
6640.5;0
6643.5;0
6646.5;2
6649.5;1
6652.5;4
6655.5;4
6658.5;0
6661.5;6
6664.5;3
6667.5;4
6670.5;1
6673.5;2
6676.5;2
6679.5;1
6682.5;0
6685.5;0
6688.5;4
6691.5;3
6694.5;1
6697.5;2
6700.5;1
6703.5;0
6706.5;0
6709.5;1
6712.5;1
6715.5;1
6718.5;1
6721.5;0
6724.5;0
6727.5;0
6730.5;1
6733.5;1
6736.5;1
6739.5;1
6742.5;0
6745.5;0
6748.5;0
6751.5;0
6754.5;0
6757.5;0
6760.5;0
6763.5;0
6766.5;0
6769.5;0
6772.5;0
6775.5;0
6778.5;0
6781.5;0
6784.5;0
6787.5;0
6790.5;0
6793.5;0
6796.5;0
6799.5;0
6802.5;0
6805.5;0
6808.5;0
6811.5;0
6814.5;0
6817.5;0
6820.5;0
6823.5;0
6826.5;0
6829.5;0
6832.5;0
6835.5;0
6838.5;0
6841.5;0
6844.5;0
6847.5;0
6850.5;0
6853.5;0
6856.5;0
6859.5;0
6862.5;0
6865.5;0
6868.5;0
6871.5;0
6874.5;0
6877.5;0
6880.5;0
6883.5;0
6886.5;0
6889.5;0
6892.5;0
6895.5;0
6898.5;0
6901.5;0
6904.5;0
6907.5;0
6910.5;0
6913.5;0
6916.5;0
6919.5;0
6922.5;0
6925.5;0
6928.5;0
6931.5;0
6934.5;0
6937.5;0
6940.5;0
6943.5;0
6946.5;0
6949.5;0
6952.5;0
6955.5;0
6958.5;0
6961.5;0
6964.5;0
6967.5;0
6970.5;0
6973.5;0
6976.5;0
6979.5;0
6982.5;0
6985.5;0
6988.5;0
6991.5;0
6994.5;0
6997.5;0
7000.5;0
7003.5;0
7006.5;0
7009.5;0
7012.5;0
7015.5;0
7018.5;0
7021.5;0
7024.5;0
7027.5;0
7030.5;0
7033.5;0
7036.5;0
7039.5;0
7042.5;0
7045.5;0
7048.5;0
7051.5;0
7054.5;0
7057.5;0
7060.5;0
7063.5;0
7066.5;0
7069.5;0
7072.5;0
7075.5;1
7078.5;0
7081.5;0
7084.5;0
7087.5;0
7090.5;1
7093.5;0
7096.5;0
7099.5;1
7102.5;0
7105.5;0
7108.5;0
7111.5;0
7114.5;1
7117.5;1
7120.5;0
7123.5;1
7126.5;3
7129.5;1
7132.5;0
7135.5;1
7138.5;0
7141.5;5
7144.5;0
7147.5;1
7150.5;4
7153.5;1
7156.5;1
7159.5;1
7162.5;1
7165.5;2
7168.5;1
7171.5;2
7174.5;0
7177.5;1
7180.5;0
7183.5;0
7186.5;1
7189.5;0
7192.5;1
7195.5;0
7198.5;0
7201.5;0
7204.5;1
7207.5;1
7210.5;0
7213.5;0
7216.5;0
7219.5;0
7222.5;0
7225.5;0
7228.5;0
7231.5;0
7234.5;0
7237.5;0
7240.5;0
7243.5;0
7246.5;0
7249.5;0
7252.5;0
7255.5;0
7258.5;0
7261.5;0
7264.5;0
7267.5;0
7270.5;0
7273.5;0
7276.5;0
7279.5;0
7282.5;0
7285.5;0
7288.5;0
7291.5;0
7294.5;0
7297.5;0
7300.5;0
7303.5;0
7306.5;0
7309.5;0
7312.5;0
7315.5;0
7318.5;0
7321.5;0
7324.5;0
7327.5;0
7330.5;0
7333.5;0
7336.5;0
7339.5;0
7342.5;0
7345.5;0
7348.5;0
7351.5;0
7354.5;0
7357.5;0
7360.5;0
7363.5;0
7366.5;0
7369.5;0
7372.5;0
7375.5;0
7378.5;0
7381.5;0
7384.5;0
7387.5;0
7390.5;0
7393.5;0
7396.5;0
7399.5;0
7402.5;0
7405.5;0
7408.5;0
7411.5;0
7414.5;0
7417.5;0
7420.5;0
7423.5;0
7426.5;0
7429.5;0
7432.5;0
7435.5;0
7438.5;0
7441.5;0
7444.5;0
7447.5;0
7450.5;0
7453.5;0
7456.5;0
7459.5;0
7462.5;0
7465.5;0
7468.5;0
7471.5;0
7474.5;0
7477.5;0
7480.5;0
7483.5;0
7486.5;0
7489.5;0
7492.5;0
7495.5;0
7498.5;0
7501.5;0
7504.5;0
7507.5;0
7510.5;0
7513.5;0
7516.5;0
7519.5;0
7522.5;0
7525.5;0
7528.5;0
7531.5;0
7534.5;0
7537.5;0
7540.5;0
7543.5;0
7546.5;0
7549.5;0
7552.5;0
7555.5;0
7558.5;0
7561.5;0
7564.5;0
7567.5;0
7570.5;0
7573.5;0
7576.5;0
7579.5;0
7582.5;0
7585.5;0
7588.5;0
7591.5;0
7594.5;0
7597.5;0
7600.5;0
7603.5;0
7606.5;0
7609.5;0
7612.5;0
7615.5;0
7618.5;0
7621.5;0
7624.5;0
7627.5;0
7630.5;0
7633.5;0
7636.5;0
7639.5;0
7642.5;0
7645.5;0
7648.5;0
7651.5;0
7654.5;0
7657.5;0
7660.5;0
7663.5;0
7666.5;0
7669.5;0
7672.5;0
7675.5;0
7678.5;0
7681.5;0
7684.5;0
7687.5;0
7690.5;0
7693.5;0
7696.5;0
7699.5;0
7702.5;0
7705.5;0
7708.5;0
7711.5;0
7714.5;0
7717.5;0
7720.5;0
7723.5;0
7726.5;0
7729.5;0
7732.5;0
7735.5;0
7738.5;0
7741.5;0
7744.5;0
7747.5;0
7750.5;0
7753.5;0
7756.5;0
7759.5;0
7762.5;0
7765.5;0
7768.5;0
7771.5;0
7774.5;0
7777.5;0
7780.5;0
7783.5;0
7786.5;0
7789.5;0
7792.5;0
7795.5;0
7798.5;0
7801.5;0
7804.5;0
7807.5;0
7810.5;0
7813.5;0
7816.5;0
7819.5;0
7822.5;0
7825.5;0
7828.5;0
7831.5;0
7834.5;0
7837.5;0
7840.5;0
7843.5;0
7846.5;0
7849.5;0
7852.5;0
7855.5;0
7858.5;0
7861.5;0
7864.5;0
7867.5;0
7870.5;0
7873.5;0
7876.5;0
7879.5;0
7882.5;0
7885.5;0
7888.5;0
7891.5;0
7894.5;0
7897.5;0
7900.5;0
7903.5;0
7906.5;0
7909.5;0
7912.5;0
7915.5;0
7918.5;0
7921.5;0
7924.5;0
7927.5;0
7930.5;0
7933.5;0
7936.5;0
7939.5;0
7942.5;0
7945.5;0
7948.5;0
7951.5;0
7954.5;0
7957.5;0
7960.5;0
7963.5;0
7966.5;0
7969.5;0
7972.5;0
7975.5;0
7978.5;0
7981.5;0
7984.5;0
7987.5;0
7990.5;0
7993.5;0
7996.5;0
7999.5;0
8002.5;0
8005.5;0
8008.5;0
8011.5;0
8014.5;0
8017.5;0
8020.5;0
8023.5;0
8026.5;0
8029.5;0
8032.5;0
8035.5;0
8038.5;0
8041.5;0
8044.5;0
8047.5;0
8050.5;0
8053.5;0
8056.5;0
8059.5;0
8062.5;0
8065.5;0
8068.5;0
8071.5;0
8074.5;0
8077.5;0
8080.5;0
8083.5;0
8086.5;0
8089.5;0
8092.5;0
8095.5;0
8098.5;0
8101.5;0
8104.5;0
8107.5;0
8110.5;0
8113.5;0
8116.5;0
8119.5;0
8122.5;0
8125.5;0
8128.5;0
8131.5;0
8134.5;0
8137.5;0
8140.5;0
8143.5;0
8146.5;0
8149.5;0
8152.5;0
8155.5;0
8158.5;0
8161.5;0
8164.5;0
8167.5;0
8170.5;0
8173.5;0
8176.5;0
8179.5;0
8182.5;0
8185.5;0
8188.5;0
8191.5;0
8194.5;0
8197.5;0
8200.5;0
8203.5;0
8206.5;0
8209.5;0
8212.5;0
8215.5;0
8218.5;0
8221.5;0
8224.5;0
8227.5;0
8230.5;0
8233.5;0
8236.5;0
8239.5;0
8242.5;0
8245.5;0
8248.5;0
8251.5;0
8254.5;0
8257.5;0
8260.5;0
8263.5;0
8266.5;0
8269.5;0
8272.5;0
8275.5;0
8278.5;0
8281.5;0
8284.5;0
8287.5;0
8290.5;0
8293.5;0
8296.5;0
8299.5;0
8302.5;0
8305.5;0
8308.5;0
8311.5;0
8314.5;0
8317.5;0
8320.5;0
8323.5;0
8326.5;0
8329.5;0
8332.5;0
8335.5;0
8338.5;0
8341.5;0
8344.5;0
8347.5;0
8350.5;0
8353.5;0
8356.5;0
8359.5;0
8362.5;0
8365.5;0
8368.5;0
8371.5;0
8374.5;0
8377.5;0
8380.5;0
8383.5;0
8386.5;0
8389.5;0
8392.5;0
8395.5;0
8398.5;0
8401.5;0
8404.5;0
8407.5;0
8410.5;0
8413.5;0
8416.5;0
8419.5;0
8422.5;0
8425.5;0
8428.5;0
8431.5;0
8434.5;0
8437.5;0
8440.5;0
8443.5;0
8446.5;0
8449.5;0
8452.5;0
8455.5;0
8458.5;0
8461.5;0
8464.5;0
8467.5;0
8470.5;0
8473.5;0
8476.5;0
8479.5;0
8482.5;0
8485.5;0
8488.5;0
8491.5;0
8494.5;0
8497.5;0
8500.5;0
8503.5;0
8506.5;0
8509.5;0
8512.5;0
8515.5;0
8518.5;0
8521.5;0
8524.5;0
8527.5;0
8530.5;0
8533.5;0
8536.5;0
8539.5;0
8542.5;0
8545.5;0
8548.5;0
8551.5;0
8554.5;0
8557.5;0
8560.5;0
8563.5;0
8566.5;0
8569.5;0
8572.5;0
8575.5;0
8578.5;0
8581.5;0
8584.5;0
8587.5;0
8590.5;0
8593.5;0
8596.5;0
8599.5;0
8602.5;0
8605.5;0
8608.5;0
8611.5;0
8614.5;0
8617.5;0
8620.5;0
8623.5;0
8626.5;0
8629.5;0
8632.5;0
8635.5;0
8638.5;0
8641.5;0
8644.5;0
8647.5;0
8650.5;0
8653.5;0
8656.5;0
8659.5;0
8662.5;0
8665.5;0
8668.5;0
8671.5;0
8674.5;0
8677.5;0
8680.5;0
8683.5;0
8686.5;0
8689.5;0
8692.5;0
8695.5;0
8698.5;0
8701.5;0
8704.5;0
8707.5;0
8710.5;0
8713.5;0
8716.5;0
8719.5;0
8722.5;0
8725.5;0
8728.5;0
8731.5;0
8734.5;0
8737.5;0
8740.5;0
8743.5;0
8746.5;0
8749.5;0
8752.5;0
8755.5;0
8758.5;0
8761.5;0
8764.5;0
8767.5;0
8770.5;0
8773.5;0
8776.5;0
8779.5;0
8782.5;0
8785.5;0
8788.5;0
8791.5;0
8794.5;0
8797.5;0
8800.5;0
8803.5;0
8806.5;0
8809.5;0
8812.5;0
8815.5;0
8818.5;0
8821.5;0
8824.5;0
8827.5;0
8830.5;0
8833.5;0
8836.5;0
8839.5;0
8842.5;0
8845.5;0
8848.5;0
8851.5;0
8854.5;0
8857.5;0
8860.5;0
8863.5;0
8866.5;0
8869.5;0
8872.5;0
8875.5;0
8878.5;0
8881.5;0
8884.5;0
8887.5;0
8890.5;0
8893.5;0
8896.5;0
8899.5;0
8902.5;0
8905.5;0
8908.5;0
8911.5;0
8914.5;0
8917.5;0
8920.5;0
8923.5;0
8926.5;0
8929.5;0
8932.5;0
8935.5;0
8938.5;0
8941.5;0
8944.5;0
8947.5;0
8950.5;0
8953.5;0
8956.5;0
8959.5;0
8962.5;0
8965.5;0
8968.5;0
8971.5;0
8974.5;0
8977.5;0
8980.5;0
8983.5;0
8986.5;0
8989.5;0
8992.5;0
8995.5;0
8998.5;0
9001.5;0
9004.5;0
9007.5;0
9010.5;0
9013.5;0
9016.5;0
9019.5;0
9022.5;0
9025.5;0
9028.5;0
9031.5;0
9034.5;0
9037.5;0
9040.5;0
9043.5;0
9046.5;0
9049.5;0
9052.5;0
9055.5;0
9058.5;0
9061.5;0
9064.5;0
9067.5;0
9070.5;0
9073.5;0
9076.5;0
9079.5;0
9082.5;0
9085.5;0
9088.5;0
9091.5;0
9094.5;0
9097.5;0
9100.5;0
9103.5;0
9106.5;0
9109.5;0
9112.5;0
9115.5;0
9118.5;0
9121.5;0
9124.5;0
9127.5;0
9130.5;0
9133.5;0
9136.5;0
9139.5;0
9142.5;0
9145.5;0
9148.5;0
9151.5;0
9154.5;0
9157.5;0
9160.5;0
9163.5;0
9166.5;0
9169.5;0
9172.5;0
9175.5;0
9178.5;0
9181.5;0
9184.5;0
9187.5;0
9190.5;0
9193.5;0
9196.5;0
9199.5;0
9202.5;0
9205.5;0
9208.5;0
9211.5;0
9214.5;0
9217.5;0
9220.5;0
9223.5;0
9226.5;0
9229.5;0
9232.5;0
9235.5;0
9238.5;0
9241.5;0
9244.5;0
9247.5;0
9250.5;0
9253.5;0
9256.5;0
9259.5;0
9262.5;0
9265.5;0
9268.5;0
9271.5;0
9274.5;0
9277.5;0
9280.5;0
9283.5;0
9286.5;0
9289.5;0
9292.5;0
9295.5;0
9298.5;0
9301.5;0
9304.5;0
9307.5;0
9310.5;0
9313.5;0
9316.5;0
9319.5;0
9322.5;0
9325.5;0
9328.5;0
9331.5;0
9334.5;0
9337.5;0
9340.5;0
9343.5;0
9346.5;0
9349.5;0
9352.5;0
9355.5;0
9358.5;0
9361.5;0
9364.5;0
9367.5;0
9370.5;0
9373.5;0
9376.5;0
9379.5;0
9382.5;0
9385.5;0
9388.5;0
9391.5;0
9394.5;0
9397.5;0
9400.5;0
9403.5;0
9406.5;0
9409.5;0
9412.5;0
9415.5;0
9418.5;0
9421.5;0
9424.5;0
9427.5;0
9430.5;0
9433.5;0
9436.5;0
9439.5;0
9442.5;0
9445.5;0
9448.5;0
9451.5;0
9454.5;0
9457.5;0
9460.5;0
9463.5;0
9466.5;0
9469.5;0
9472.5;0
9475.5;0
9478.5;0
9481.5;0
9484.5;0
9487.5;0
9490.5;0
9493.5;0
9496.5;0
9499.5;0
9502.5;0
9505.5;0
9508.5;0
9511.5;0
9514.5;0
9517.5;0
9520.5;0
9523.5;0
9526.5;0
9529.5;0
9532.5;0
9535.5;0
9538.5;0
9541.5;0
9544.5;0
9547.5;0
9550.5;0
9553.5;0
9556.5;0
9559.5;0
9562.5;0
9565.5;0
9568.5;0
9571.5;0
9574.5;0
9577.5;0
9580.5;0
9583.5;0
9586.5;0
9589.5;0
9592.5;0
9595.5;0
9598.5;0
